ID Registro,Cidade,País,Fonte Energia,Consumo MWh,Custo Unitário USD,Ano,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,Eficiência Energetica,População Cidade,Indústria Predominante,Clima
6408,Nova Délhi,Índia,Eólica,32444,16,2017,234020,"0,6163",74818,3598,5428779,8045,6785986,Financeiro,Temperado
6409,Pequim,China,Hidrelétrica,591,7,2015,371409,"0,8861",785598,555,32842,7353,5290901,Tecnologia,Tropical
6410,Xangai,China,Eólica,6539,17,2021,363845,"0,0207",743319,2713,863126,9284,10973057,Financeiro,Tropical
6411,Tóquio,Japão,Solar,11824,18,2021,315075,"0,5559",232733,1812,143599,7343,6818655,Manufatura,Temperado
6412,Osaka,Japão,Nuclear,25973,11,2020,378437,"0,8915",337271,2541,6294196,5916,11288943,Manufatura,Tropical
6413,Londres,Reino Unido,Eólica,30041,9,2017,263480,"0,7405",521725,446,4430335,7684,6800506,Mineração,Mediterrâneo
6414,Paris,França,Nuclear,11838,8,2023,350612,"0,1431",155678,3378,1521895,7671,14311606,Agronegócio,Frio
6415,Toronto,Canadá,Nuclear,26059,9,2022,235901,"0,2257",573455,3886,2476304,7032,7341673,Financeiro,Tropical
6416,Vancouver,Canadá,Carvão,47109,17,2021,169690,"0,3687",787529,81,5475659,5163,10727078,Mineração,Frio
6417,Sydney,Austrália,Solar,12416,9,2022,266714,"0,5504",741900,3272,2406727,8864,19609513,Manufatura,Tropical
6418,Melbourne,Austrália,Carvão,38273,13,2017,338653,"0,8054",969510,75,3346186,6662,15407204,Agronegócio,Frio
6419,Cidade do México,México,Nuclear,4733,12,2017,495431,"0,6965",423032,432,854156,7018,14879486,Agronegócio,Tropical
6420,Moscou,Rússia,Gás Natural,3575,7,2018,207288,"0,2598",259777,948,643726,8816,1203145,Agronegócio,Tropical
6421,Nova York,Estados Unidos,Solar,45405,11,2016,268825,"0,4224",483266,1127,8905867,7348,15905448,Tecnologia,Mediterrâneo
6422,Los Angeles,Estados Unidos,Gás Natural,29954,1,2019,446712,"0,0659",407084,526,7147606,8563,14941522,Tecnologia,Frio
6423,São Paulo,Brasil,Gás Natural,6471,18,2019,462927,"0,1647",141472,2403,1302352,6372,12435007,Turismo,Temperado
6424,Rio de Janeiro,Brasil,Eólica,21230,21,2020,469341,"0,7773",361642,433,2747457,6143,2629143,Turismo,Temperado
6425,Berlim,Alemanha,Eólica,10293,15,2018,43777,"0,6003",92777,1606,2387804,9403,16422644,Manufatura,Tropical
6426,Munique,Alemanha,Solar,42568,16,2019,488734,"0,5192",67781,1622,2445565,547,18301881,Agronegócio,Tropical
6427,Mumbai,Índia,Gás Natural,11983,15,2022,497922,"0,0577",197042,1342,1051229,6304,18883035,Financeiro,Desértico
6428,Nova Délhi,Índia,Hidrelétrica,5203,11,2020,498072,"0,2148",64124,1619,891283,5312,13704431,Agronegócio,Desértico
6429,Pequim,China,Solar,12354,14,2022,294987,"0,4959",410270,4318,212400,7981,15178815,Mineração,Desértico
6430,Xangai,China,Hidrelétrica,7924,9,2020,299346,"0,7779",892425,2386,1269223,5407,10817017,Agronegócio,Mediterrâneo
6431,Tóquio,Japão,Hidrelétrica,40541,16,2016,303795,"0,2674",956401,2202,7013249,5209,881154,Mineração,Mediterrâneo
6432,Osaka,Japão,Gás Natural,48008,12,2019,141268,"0,5897",325258,2453,10586405,9431,5684884,Financeiro,Mediterrâneo
6433,Londres,Reino Unido,Eólica,38886,13,2022,391897,"0,5299",978217,836,5087484,5766,17650696,Agronegócio,Temperado
6434,Paris,França,Eólica,18415,23,2015,46102,"0,1845",482235,2437,2180213,5648,17914124,Manufatura,Desértico
6435,Toronto,Canadá,Carvão,19246,22,2018,204852,"0,6806",105881,4282,1809865,7082,4847649,Financeiro,Frio
6436,Vancouver,Canadá,Carvão,13387,24,2023,459149,"0,4803",167048,1854,710929,5259,13684663,Tecnologia,Mediterrâneo
6437,Sydney,Austrália,Nuclear,3620,6,2016,410591,"0,8941",871582,2293,792594,8999,10693650,Mineração,Frio
6438,Melbourne,Austrália,Nuclear,34301,1,2022,252885,"0,7457",67506,1755,3769813,9148,9669776,Tecnologia,Mediterrâneo
6439,Cidade do México,México,Nuclear,4972,19,2016,298645,"0,1131",167842,4809,212584,5186,18176740,Agronegócio,Mediterrâneo
6440,Moscou,Rússia,Eólica,17393,8,2022,159654,"0,5632",996808,4623,3456808,5926,738160,Agronegócio,Temperado
6441,Nova York,Estados Unidos,Nuclear,42185,22,2022,363974,"0,5914",307978,1962,3846846,7133,1335910,Manufatura,Tropical
6442,Los Angeles,Estados Unidos,Nuclear,6764,17,2019,41175,"0,4797",822384,3219,1025309,6702,9506405,Turismo,Mediterrâneo
6443,São Paulo,Brasil,Carvão,41621,1,2023,242288,"0,4322",344300,576,7722206,8707,4782578,Agronegócio,Tropical
6444,Rio de Janeiro,Brasil,Gás Natural,24689,18,2019,489335,"0,1214",224191,1075,2769744,6207,15834444,Tecnologia,Tropical
6445,Berlim,Alemanha,Eólica,48922,22,2022,353300,"0,2497",671357,78,9236922,8039,15881176,Tecnologia,Frio
6446,Munique,Alemanha,Nuclear,1616,22,2023,368707,"0,1321",113532,200,25335,6419,10172403,Turismo,Temperado
6447,Mumbai,Índia,Hidrelétrica,33396,16,2018,308708,"0,1663",746053,4083,5884204,617,14677711,Tecnologia,Temperado
6448,Nova Délhi,Índia,Eólica,21163,18,2021,264771,"0,6783",67373,156,2020327,8975,2501588,Turismo,Desértico
6449,Pequim,China,Carvão,25572,18,2020,171960,"0,4734",307091,1053,3406361,5081,14864132,Tecnologia,Frio
6450,Xangai,China,Hidrelétrica,18379,14,2018,349988,"0,7632",272071,98,3182745,9379,11202459,Financeiro,Frio
6451,Tóquio,Japão,Solar,23813,8,2019,304431,"0,0714",518121,3588,4731597,5333,19606111,Financeiro,Temperado
6452,Osaka,Japão,Solar,27069,5,2021,40443,"0,6492",39233,2673,4015909,5927,13084161,Manufatura,Desértico
6453,Londres,Reino Unido,Solar,13741,14,2017,13302,"0,3125",955602,434,2276589,5937,4351827,Mineração,Temperado
6454,Paris,França,Nuclear,32945,21,2015,243822,"0,2222",507674,1558,3510579,566,10761461,Financeiro,Desértico
6455,Toronto,Canadá,Eólica,24795,12,2022,192343,"0,2012",680654,4549,301466,6431,2955100,Tecnologia,Frio
6456,Vancouver,Canadá,Hidrelétrica,28319,12,2015,309755,"0,3215",857676,4801,941036,921,18695059,Agronegócio,Temperado
6457,Sydney,Austrália,Carvão,8648,12,2017,24710,"0,4798",67610,3996,547542,691,7792206,Agronegócio,Desértico
6458,Melbourne,Austrália,Gás Natural,33881,23,2018,479806,"0,6966",569325,2046,7429209,6991,4740057,Mineração,Mediterrâneo
6459,Cidade do México,México,Eólica,47128,1,2019,320120,"0,0313",601501,429,9724262,5715,9370576,Tecnologia,Temperado
6460,Moscou,Rússia,Nuclear,22663,22,2023,122816,"0,6236",131440,2279,1022026,9161,19705175,Tecnologia,Temperado
6461,Nova York,Estados Unidos,Gás Natural,32522,15,2017,191247,"0,8492",705367,4164,7968369,8536,5296226,Tecnologia,Temperado
6462,Los Angeles,Estados Unidos,Carvão,15680,23,2016,181767,"0,8381",771686,2612,899846,842,7066580,Financeiro,Tropical
6463,São Paulo,Brasil,Hidrelétrica,45538,22,2023,6133,"0,1896",846758,2275,4922395,8755,18242738,Turismo,Frio
6464,Rio de Janeiro,Brasil,Solar,8646,1,2022,330069,"0,6927",253081,4008,638027,8925,13745854,Mineração,Desértico
6465,Berlim,Alemanha,Gás Natural,43598,18,2022,231564,"0,2288",853883,1544,7372827,6904,9153221,Mineração,Tropical
6466,Munique,Alemanha,Solar,32388,11,2017,498068,"0,5892",926287,577,419716,8035,6286767,Tecnologia,Temperado
6467,Mumbai,Índia,Nuclear,10452,15,2022,120832,"0,3372",759126,2565,1825001,9749,2578428,Manufatura,Desértico
6468,Nova Délhi,Índia,Gás Natural,3315,11,2022,366764,"0,6635",57446,4679,498097,6283,2517037,Tecnologia,Temperado
6469,Pequim,China,Eólica,24926,25,2016,222643,"0,0361",729558,1976,590175,9414,17980391,Turismo,Mediterrâneo
6470,Xangai,China,Solar,25582,18,2015,256202,"0,3613",437253,1536,2899358,6699,3230570,Manufatura,Mediterrâneo
6471,Tóquio,Japão,Hidrelétrica,41987,14,2017,153895,"0,3869",285388,3631,6275188,6619,4442682,Manufatura,Desértico
6472,Osaka,Japão,Gás Natural,30944,1,2019,422703,"0,3245",961439,2205,555648,6745,7400246,Financeiro,Desértico
6473,Londres,Reino Unido,Nuclear,32058,23,2019,8320,"0,6748",276133,4143,5159691,8637,19445272,Mineração,Desértico
6474,Paris,França,Nuclear,38167,13,2015,238296,"0,5404",696293,2746,8864974,8814,11892614,Tecnologia,Desértico
6475,Toronto,Canadá,Solar,6318,12,2022,367452,"0,7401",377458,1393,1389488,7649,11958475,Agronegócio,Desértico
6476,Vancouver,Canadá,Hidrelétrica,27923,9,2018,134600,"0,0697",31042,399,4566694,6749,2352953,Tecnologia,Mediterrâneo
6477,Sydney,Austrália,Carvão,3232,7,2021,153085,"0,1361",550797,3222,10599,5144,18561037,Financeiro,Frio
6478,Melbourne,Austrália,Solar,39007,17,2021,31808,"0,8745",372725,3285,757760,8076,18948466,Manufatura,Frio
6479,Cidade do México,México,Eólica,5818,13,2023,282992,"0,7803",148179,848,686192,7841,9017415,Mineração,Tropical
6480,Moscou,Rússia,Eólica,9728,23,2022,172107,"0,3119",657961,1545,1158243,9559,1744777,Mineração,Desértico
6481,Nova York,Estados Unidos,Nuclear,16794,7,2022,239223,"0,1011",623871,1514,3120832,7787,9739252,Mineração,Mediterrâneo
6482,Los Angeles,Estados Unidos,Gás Natural,5913,6,2019,130206,"0,8135",246864,3468,155056,6881,11528750,Turismo,Temperado
6483,São Paulo,Brasil,Solar,21668,2,2016,496838,"0,2134",963420,4582,1853184,6356,2623096,Tecnologia,Tropical
6484,Rio de Janeiro,Brasil,Gás Natural,41020,24,2015,249516,"0,3635",835169,574,8695952,6041,19705290,Turismo,Desértico
6485,Berlim,Alemanha,Hidrelétrica,45767,16,2019,316239,"0,8741",561656,4452,3436545,8064,8876476,Agronegócio,Mediterrâneo
6486,Munique,Alemanha,Nuclear,49482,13,2020,14542,"0,6042",731348,997,4738143,9197,19328680,Financeiro,Mediterrâneo
6487,Mumbai,Índia,Gás Natural,22568,18,2020,310340,"0,3855",30490,2588,170952,6628,8132145,Turismo,Mediterrâneo
6488,Nova Délhi,Índia,Hidrelétrica,47939,17,2017,378523,"0,8281",70193,495,1389957,6758,2430730,Manufatura,Tropical
6489,Pequim,China,Carvão,3055,21,2022,388171,"0,7342",307714,1522,12322,5315,16954194,Manufatura,Mediterrâneo
6490,Xangai,China,Solar,10174,6,2022,256907,"0,8791",91583,4626,369086,6133,12454717,Manufatura,Mediterrâneo
6491,Tóquio,Japão,Solar,45923,1,2018,38443,"0,1064",669495,959,1086082,596,7946283,Mineração,Mediterrâneo
6492,Osaka,Japão,Nuclear,10814,16,2020,358167,"0,5675",840510,1597,1195255,6517,14849731,Turismo,Temperado
6493,Londres,Reino Unido,Nuclear,11746,18,2021,252030,"0,2098",660890,381,2082722,6816,15636014,Manufatura,Tropical
6494,Paris,França,Solar,37891,8,2021,329442,"0,6978",662608,2504,8068286,6986,3867809,Turismo,Temperado
6495,Toronto,Canadá,Nuclear,39607,9,2017,134690,"0,8188",887920,2584,6044938,603,19923445,Mineração,Temperado
6496,Vancouver,Canadá,Gás Natural,40261,17,2021,399527,"0,5657",881780,314,7162433,7786,10315775,Financeiro,Tropical
6497,Sydney,Austrália,Carvão,12770,9,2020,194482,"0,5369",366915,1421,279837,5846,4236587,Manufatura,Mediterrâneo
6498,Melbourne,Austrália,Hidrelétrica,41204,14,2023,175735,"0,7956",181757,4613,3393374,638,11086290,Tecnologia,Frio
6499,Cidade do México,México,Nuclear,24487,18,2022,272935,"0,1453",614962,113,289072,9068,3414471,Tecnologia,Frio
6500,Moscou,Rússia,Eólica,20097,17,2016,102221,"0,017",370304,4057,1524834,5896,14881107,Agronegócio,Frio
6501,Nova York,Estados Unidos,Eólica,41260,12,2018,181878,"0,7649",37401,4424,8026391,9299,15954965,Financeiro,Frio
6502,Los Angeles,Estados Unidos,Carvão,17308,6,2020,399205,"0,2967",150055,75,2157929,8001,2675758,Turismo,Frio
6503,São Paulo,Brasil,Solar,9058,17,2022,411840,"0,8903",542498,2802,553871,872,4077807,Agronegócio,Desértico
6504,Rio de Janeiro,Brasil,Hidrelétrica,49634,8,2022,135957,"0,2584",114951,1264,5429057,8435,13981689,Financeiro,Desértico
6505,Berlim,Alemanha,Solar,49710,19,2020,192005,"0,1626",197187,430,5873778,7444,934157,Agronegócio,Temperado
6506,Munique,Alemanha,Gás Natural,35494,5,2020,325974,"0,4731",249933,420,8225521,9583,13825998,Mineração,Mediterrâneo
6507,Mumbai,Índia,Solar,23952,7,2016,160980,"0,7961",388058,2025,5582844,6387,1376702,Financeiro,Desértico
6508,Nova Délhi,Índia,Solar,4118,7,2018,36754,"0,4465",522575,4002,516518,8622,9668669,Financeiro,Mediterrâneo
6509,Pequim,China,Nuclear,35694,17,2022,233729,"0,5879",104328,4717,2477959,8182,8263727,Tecnologia,Temperado
6510,Xangai,China,Hidrelétrica,48372,23,2019,133395,"0,6212",898715,4041,4483028,5253,8223897,Manufatura,Tropical
6511,Tóquio,Japão,Eólica,38856,21,2021,52038,"0,6682",951777,3609,4237558,6155,6956875,Manufatura,Frio
6512,Osaka,Japão,Carvão,9049,25,2019,125243,"0,3401",987092,4671,1012692,7995,9475121,Mineração,Tropical
6513,Londres,Reino Unido,Gás Natural,47073,6,2016,449781,"0,2562",280755,3524,529259,9778,16564111,Agronegócio,Frio
6514,Paris,França,Nuclear,14910,18,2020,70957,"0,0588",956211,4511,3135407,5451,18240376,Mineração,Tropical
6515,Toronto,Canadá,Solar,43332,6,2020,47352,"0,3382",814400,4756,4645239,786,7530823,Agronegócio,Desértico
6516,Vancouver,Canadá,Hidrelétrica,44446,6,2016,34560,"0,8132",909666,2791,2483536,6106,9740161,Mineração,Desértico
6517,Sydney,Austrália,Gás Natural,18046,14,2023,221807,"0,5078",961094,1465,640026,546,5921091,Mineração,Frio
6518,Melbourne,Austrália,Carvão,12834,8,2022,236994,"0,5254",152752,2852,568299,6302,13481430,Financeiro,Tropical
6519,Cidade do México,México,Nuclear,28690,9,2021,207158,"0,8025",86730,222,242651,9365,8950045,Agronegócio,Desértico
6520,Moscou,Rússia,Eólica,49368,6,2017,57041,"0,5404",936857,839,5443956,7338,2011514,Tecnologia,Mediterrâneo
6521,Nova York,Estados Unidos,Nuclear,32751,15,2016,129416,"0,2753",179515,1853,2413942,840,10913921,Manufatura,Frio
6522,Los Angeles,Estados Unidos,Nuclear,36878,16,2022,172518,"0,8651",115930,4977,5465623,7482,6984535,Financeiro,Mediterrâneo
6523,São Paulo,Brasil,Nuclear,35976,17,2018,352554,"0,2152",28704,3882,4632605,5564,1767300,Agronegócio,Tropical
6524,Rio de Janeiro,Brasil,Solar,45005,11,2015,344437,"0,8037",908803,3507,827333,7022,17959105,Mineração,Temperado
6525,Berlim,Alemanha,Gás Natural,4790,22,2019,431990,"0,8065",765214,1562,627981,9616,17951532,Mineração,Desértico
6526,Munique,Alemanha,Solar,49583,18,2020,340115,"0,2771",995421,2827,3916827,5066,7423253,Financeiro,Tropical
6527,Mumbai,Índia,Carvão,25690,24,2016,367708,"0,8503",528433,2588,6003884,876,8012978,Turismo,Frio
6528,Nova Délhi,Índia,Solar,26490,1,2022,438398,"0,2275",595550,924,5003387,8304,11157775,Financeiro,Frio
6529,Pequim,China,Gás Natural,28008,23,2018,393948,"0,6879",348590,897,642121,9684,5731911,Financeiro,Mediterrâneo
6530,Xangai,China,Solar,20479,22,2021,96194,"0,5911",119023,2993,3011537,5423,11276737,Manufatura,Tropical
6531,Tóquio,Japão,Solar,12180,19,2021,391951,"0,2315",367000,749,293326,8864,5042539,Mineração,Desértico
6532,Osaka,Japão,Nuclear,49902,14,2017,45321,"0,1135",987304,2251,8117133,954,10915733,Turismo,Mediterrâneo
6533,Londres,Reino Unido,Carvão,15978,11,2020,216065,"0,0273",83683,2057,3758228,5609,10053903,Manufatura,Mediterrâneo
6534,Paris,França,Solar,17737,6,2015,488967,"0,6266",413436,4746,594757,9327,10013112,Mineração,Frio
6535,Toronto,Canadá,Gás Natural,14708,6,2020,448302,"0,2937",16037,4007,234268,6087,15317605,Financeiro,Desértico
6536,Vancouver,Canadá,Carvão,39450,6,2021,69081,"0,0872",155566,1113,127070,6725,10385714,Financeiro,Desértico
6537,Sydney,Austrália,Hidrelétrica,11168,16,2017,132536,"0,2595",527316,1055,2249081,614,18342363,Manufatura,Desértico
6538,Melbourne,Austrália,Carvão,4405,14,2021,328926,"0,6288",471236,4984,683412,8966,16272838,Tecnologia,Mediterrâneo
6539,Cidade do México,México,Solar,30034,11,2021,482118,"0,5615",513603,2966,7361075,7755,10577081,Turismo,Frio
6540,Moscou,Rússia,Hidrelétrica,48733,8,2022,149167,"0,1734",975483,3944,2690058,5713,8129852,Mineração,Temperado
6541,Nova York,Estados Unidos,Gás Natural,19677,22,2022,23670,"0,2338",173400,1628,911815,9006,4202078,Agronegócio,Mediterrâneo
6542,Los Angeles,Estados Unidos,Hidrelétrica,35016,17,2019,111458,"0,3393",796532,2864,1828724,5154,15399609,Mineração,Temperado
6543,São Paulo,Brasil,Eólica,22283,1,2018,198748,"0,1082",242819,2683,5178959,6263,18707822,Turismo,Desértico
6544,Rio de Janeiro,Brasil,Solar,36559,17,2018,228323,"0,6123",506971,61,6659946,9467,6855707,Agronegócio,Frio
6545,Berlim,Alemanha,Solar,25558,17,2020,197494,"0,0725",781111,4258,4554586,7117,11453850,Turismo,Desértico
6546,Munique,Alemanha,Solar,25420,13,2018,388168,"0,5888",300258,2968,701383,9175,5333595,Tecnologia,Temperado
6547,Mumbai,Índia,Nuclear,22221,13,2015,5352,"0,1589",207083,1003,4202111,6841,4594180,Tecnologia,Frio
6548,Nova Délhi,Índia,Gás Natural,2015,25,2021,329056,"0,8881",264974,42,132069,9029,17828595,Mineração,Temperado
6549,Pequim,China,Solar,25871,22,2019,129932,"0,8947",47402,300,4009264,6422,11300749,Manufatura,Desértico
6550,Xangai,China,Hidrelétrica,17107,9,2023,171055,"0,5869",478461,3396,1947787,6878,2829533,Tecnologia,Desértico
6551,Tóquio,Japão,Nuclear,2496,17,2018,451860,"0,7105",292247,131,30627,8711,7607551,Tecnologia,Frio
6552,Osaka,Japão,Solar,17556,1,2019,375751,"0,0458",745407,4923,1815447,717,2702935,Manufatura,Frio
6553,Londres,Reino Unido,Gás Natural,20406,19,2016,15571,"0,0368",578344,1425,4857111,8957,5868788,Agronegócio,Tropical
6554,Paris,França,Solar,31262,19,2020,439748,"0,6339",583993,4943,7725226,6979,926172,Tecnologia,Desértico
6555,Toronto,Canadá,Nuclear,8325,22,2016,191644,"0,8987",302836,2219,1074458,7818,2903668,Turismo,Tropical
6556,Vancouver,Canadá,Carvão,35923,17,2018,187563,"0,5535",221720,3697,635236,5155,7488556,Turismo,Mediterrâneo
6557,Sydney,Austrália,Hidrelétrica,45303,1,2023,141353,"0,6096",745597,1677,2414242,8399,15793774,Agronegócio,Tropical
6558,Melbourne,Austrália,Gás Natural,11572,7,2016,385409,"0,5381",32024,2883,76498,5396,14587526,Agronegócio,Frio
6559,Cidade do México,México,Gás Natural,27375,12,2015,348587,"0,6783",690257,421,569205,6124,5380511,Mineração,Desértico
6560,Moscou,Rússia,Carvão,19309,12,2023,426281,"0,6296",594656,1586,2901853,5155,2691678,Mineração,Temperado
6561,Nova York,Estados Unidos,Solar,32424,19,2015,205651,"0,4811",531940,1834,5272369,7841,16556895,Mineração,Temperado
6562,Los Angeles,Estados Unidos,Solar,49183,12,2022,206855,"0,4061",614326,1293,239679,6497,7214229,Manufatura,Tropical
6563,São Paulo,Brasil,Gás Natural,3047,1,2018,46220,"0,8582",428906,2344,315634,9232,2738315,Turismo,Frio
6564,Rio de Janeiro,Brasil,Nuclear,20113,17,2022,353406,"0,8317",115657,4215,966668,6332,14711514,Financeiro,Desértico
6565,Berlim,Alemanha,Carvão,23246,19,2021,56258,"0,2369",147047,4432,3873303,5958,3533953,Turismo,Frio
6566,Munique,Alemanha,Eólica,17368,15,2022,238459,"0,6194",720409,3588,4307231,7986,16148738,Tecnologia,Temperado
6567,Mumbai,Índia,Gás Natural,20088,22,2022,380213,"0,8342",243615,4404,4438198,5045,10459920,Financeiro,Frio
6568,Nova Délhi,Índia,Carvão,24442,21,2023,191856,"0,3623",896571,1964,379708,5801,2353991,Turismo,Mediterrâneo
6569,Pequim,China,Hidrelétrica,1045,5,2016,190576,"0,6447",316529,3091,136464,9132,8572676,Tecnologia,Temperado
6570,Xangai,China,Eólica,8525,6,2015,250921,"0,5464",43543,2217,172185,9288,7151082,Agronegócio,Tropical
6571,Tóquio,Japão,Nuclear,6990,7,2018,148206,"0,4535",20489,3723,1405808,5683,15556214,Mineração,Temperado
6572,Osaka,Japão,Nuclear,693,12,2015,153102,"0,1969",39447,1668,14456,6286,17032978,Turismo,Temperado
6573,Londres,Reino Unido,Nuclear,31114,2,2022,98349,"0,7678",226284,4654,4168282,7645,16577327,Manufatura,Mediterrâneo
6574,Paris,França,Nuclear,29903,19,2023,205350,"0,6323",403662,1853,5861688,511,11754211,Mineração,Tropical
6575,Toronto,Canadá,Solar,39036,14,2016,103136,"0,6143",151977,148,6273198,8717,15796232,Tecnologia,Tropical
6576,Vancouver,Canadá,Solar,44196,2,2018,411637,"0,8584",866346,84,10722975,9379,2898210,Financeiro,Frio
6577,Sydney,Austrália,Carvão,49303,21,2015,473098,"0,6454",517758,429,9632198,9327,3662799,Agronegócio,Frio
6578,Melbourne,Austrália,Eólica,44134,15,2015,207788,"0,6096",315836,2812,581868,5261,12045449,Agronegócio,Frio
6579,Cidade do México,México,Hidrelétrica,9146,9,2020,298928,"0,0426",932990,415,724233,6968,4091445,Agronegócio,Mediterrâneo
6580,Moscou,Rússia,Hidrelétrica,39722,1,2017,137151,"0,7404",805575,4392,3614028,8795,6855318,Mineração,Frio
6581,Nova York,Estados Unidos,Hidrelétrica,17479,19,2016,380589,"0,1455",846022,3819,1013941,6274,10521036,Financeiro,Tropical
6582,Los Angeles,Estados Unidos,Carvão,18352,11,2023,436750,"0,6102",634422,4564,1270416,9621,11282430,Agronegócio,Tropical
6583,São Paulo,Brasil,Hidrelétrica,17939,22,2020,399916,"0,5472",127703,238,3044917,5356,809764,Manufatura,Temperado
6584,Rio de Janeiro,Brasil,Carvão,47808,19,2016,322533,"0,8152",706616,3443,9857319,9366,12607653,Mineração,Desértico
6585,Berlim,Alemanha,Solar,24537,13,2021,33021,"0,5821",199959,1648,813462,8741,6698940,Financeiro,Desértico
6586,Munique,Alemanha,Hidrelétrica,24252,1,2018,61892,"0,6073",388605,1738,2326488,6914,5063148,Agronegócio,Frio
6587,Mumbai,Índia,Hidrelétrica,45177,21,2016,266985,"0,7063",369339,1424,1844318,5844,6379713,Manufatura,Tropical
6588,Nova Délhi,Índia,Carvão,5365,18,2015,31966,"0,5643",909149,3009,562505,7184,5095871,Tecnologia,Frio
6589,Pequim,China,Solar,26379,18,2020,189439,"0,3733",934838,538,4170335,6912,14071530,Turismo,Mediterrâneo
6590,Xangai,China,Carvão,15944,2,2022,90911,"0,1662",377882,384,2549062,9012,7681898,Financeiro,Desértico
6591,Tóquio,Japão,Solar,48493,12,2016,302467,"0,2477",333728,2944,1450244,5281,13520839,Turismo,Desértico
6592,Osaka,Japão,Nuclear,31655,22,2016,62785,"0,4959",824876,2543,5325316,9723,18743395,Manufatura,Desértico
6593,Londres,Reino Unido,Carvão,16129,16,2016,458302,"0,2556",679246,4159,3998275,5707,6881300,Turismo,Tropical
6594,Paris,França,Carvão,4180,19,2017,309555,"0,5314",161606,1193,574894,5551,13845110,Manufatura,Temperado
6595,Toronto,Canadá,Solar,29360,7,2022,152037,"0,2168",849502,442,596385,8731,10313132,Tecnologia,Temperado
6596,Vancouver,Canadá,Solar,44149,11,2018,179365,"0,4025",936437,2846,890435,7269,3255773,Turismo,Desértico
6597,Sydney,Austrália,Gás Natural,31276,11,2016,447793,"0,5431",349073,89,708536,9744,13486644,Agronegócio,Desértico
6598,Melbourne,Austrália,Carvão,10119,22,2020,213986,"0,4687",929773,2378,40179,8972,4241014,Manufatura,Mediterrâneo
6599,Cidade do México,México,Hidrelétrica,38933,8,2022,249749,"0,3282",391721,2659,8634906,7595,3954064,Turismo,Tropical
6600,Moscou,Rússia,Gás Natural,15937,15,2016,440600,"0,5003",529083,4212,1072154,5048,792387,Agronegócio,Frio
6601,Nova York,Estados Unidos,Hidrelétrica,22111,21,2023,180888,"0,4244",518402,4484,4243274,9202,10021651,Tecnologia,Desértico
6602,Los Angeles,Estados Unidos,Eólica,8013,7,2019,158196,"0,5122",338489,3975,1947691,850,14811950,Turismo,Temperado
6603,São Paulo,Brasil,Solar,6526,9,2016,66313,"0,8179",48156,2609,73464,626,4521012,Tecnologia,Desértico
6604,Rio de Janeiro,Brasil,Solar,32753,23,2018,42025,"0,6356",638242,353,5142704,5119,11186441,Mineração,Frio
6605,Berlim,Alemanha,Hidrelétrica,6425,2,2023,114484,"0,0838",54915,888,651525,597,9389145,Financeiro,Temperado
6606,Munique,Alemanha,Gás Natural,46516,18,2015,455045,"0,7006",744648,4641,8758569,9337,17582346,Mineração,Desértico
6607,Mumbai,Índia,Nuclear,14123,2,2019,67727,"0,8801",478535,493,1151658,7447,12211666,Manufatura,Desértico
6608,Nova Délhi,Índia,Eólica,4253,11,2016,6647,"0,8264",197670,3252,399041,7354,17504035,Turismo,Temperado
6609,Pequim,China,Nuclear,18371,24,2019,383877,"0,1599",816031,250,2648636,558,2802856,Financeiro,Temperado
6610,Xangai,China,Carvão,22599,8,2017,68389,"0,6292",624404,1385,318848,6926,6176703,Tecnologia,Desértico
6611,Tóquio,Japão,Hidrelétrica,29916,6,2022,208551,"0,4296",155575,1552,5716458,9651,9594210,Agronegócio,Frio
6612,Osaka,Japão,Carvão,38255,15,2021,489684,"0,1481",752844,4857,5332229,6671,14255479,Turismo,Frio
6613,Londres,Reino Unido,Solar,1294,14,2022,135579,"0,8409",477486,616,14124,8646,1139814,Turismo,Desértico
6614,Paris,França,Carvão,35035,9,2023,333781,"0,3995",601945,4462,39236,6628,11714474,Mineração,Desértico
6615,Toronto,Canadá,Gás Natural,36567,23,2022,288481,"0,2198",537681,4863,664545,892,7954129,Turismo,Mediterrâneo
6616,Vancouver,Canadá,Solar,760,12,2016,110668,"0,8413",272278,3936,13729,5622,11384154,Tecnologia,Mediterrâneo
6617,Sydney,Austrália,Nuclear,46006,18,2023,474241,"0,7379",722854,2713,1335653,6739,3005993,Mineração,Tropical
6618,Melbourne,Austrália,Carvão,49749,15,2018,23675,"0,4554",986056,2628,706926,7881,19370447,Turismo,Temperado
6619,Cidade do México,México,Carvão,30178,1,2019,277112,"0,6568",970307,4371,3103084,5375,19142245,Mineração,Tropical
6620,Moscou,Rússia,Eólica,23235,24,2016,263441,"0,7768",495645,3075,5724759,5585,18065590,Tecnologia,Temperado
6621,Nova York,Estados Unidos,Gás Natural,49387,13,2022,439254,"0,3697",123500,2834,5616499,8664,6741848,Mineração,Temperado
6622,Los Angeles,Estados Unidos,Solar,34257,21,2020,404443,"0,1111",294711,2951,216153,8011,9067534,Turismo,Temperado
6623,São Paulo,Brasil,Gás Natural,39625,24,2020,167285,"0,1779",342122,3284,7913978,5485,871344,Turismo,Temperado
